,Cluster,Customer Age,Annual Income,Kids at Home,Teens at Home,Days as Customer,Customer Recency,Wine,Fruit,Meat,Fish,Sweets,Gold,Deals Purchased,Web Purchases,Catalog Purchases,Store Purchases,Monthly Web Visits
37,1,-0.599156561701753,-1.1335797774375624,1.0399383491294083,-0.9289722395072267,-0.2644472423404091,0.9324695308296754,-0.8868495492800124,-0.5870575360716377,-0.6823088907960755,-0.4135503871172943,-0.48776244822941883,-0.15375830969049228,0.3517134788948544,-0.39604273667112383,-0.5710823920429956,-1.1695178074035923,0.6932319721778877
38,1,-0.3487987476104108,-0.39011788449812307,-0.8230393240078342,0.9090656915177863,-1.0648860543626035,1.72716732775508,-0.7415575150985622,-0.6624629594888422,-0.717986119716739,-0.6510378694670405,-0.6582331380486047,-0.7714745442818576,-0.16823119704310258,-1.125881160341153,-0.5710823920429956,-0.8618303491100674,-0.1315744978066488
39,2,2.1547793933030115,-0.13109228030421552,-0.8230393240078342,-0.9289722395072267,0.7879815660591427,0.1377717339042708,0.3911273228058051,-0.4613818303762971,0.173944603299848,2.2353484544760276,0.5350616906856963,-0.03793651570461131,-0.16823119704310258,1.0636341106689347,2.5047121601864135,-0.24645543252301746,0.28082873718561946
40,2,-0.9329669804902093,1.1031633329915893,-0.8230393240078342,0.9090656915177863,0.3581162781212976,-1.5898321724553044,0.3436850259302295,1.2478077670803356,1.6456302962772165,0.8104235603775511,3.676592974496407,1.1202814241541985,-0.16823119704310258,1.4285533225039493,1.137692359195565,-0.24645543252301746,-0.543977732798917
41,1,-1.3502300039757797,-1.2590993178039613,1.0399383491294083,-0.9289722395072267,0.5952833335352811,1.3470944683559736,-0.8660935443969481,-0.637327818349774,-0.6154140865698314,-0.632769601593983,-0.6582331380486047,-0.7135636472889171,-0.16823119704310258,-0.7609619485061384,-0.9128373422907077,-0.8618303491100674,1.1056352071701558
42,1,0.9864429275434143,-1.202081103044296,-0.8230393240078342,0.9090656915177863,0.9806797985830042,-1.5552800943281129,-0.8779541186158419,-0.6624629594888422,-0.717986119716739,-0.632769601593983,-0.6338801823601496,-0.7907781766128377,-0.6881758729810595,-1.4908003721761676,-0.9128373422907077,-0.8618303491100674,-0.1315744978066488
44,1,-0.515703957004639,-1.7779849390906983,1.0399383491294083,-0.9289722395072267,-0.4126766519741488,-1.0369989224202403,-0.8957449799441828,-0.637327818349774,-0.7001475052564072,-0.632769601593983,-0.6095272266716945,-0.6170454856340163,0.3517134788948544,-0.7609619485061384,-0.9128373422907077,-0.8618303491100674,-0.1315744978066488
45,2,-0.599156561701753,1.1003819566618496,-0.8230393240078342,-0.9289722395072267,-1.7418003583566815,0.7942612183209095,-0.5399277533773659,3.4597001873183313,0.4415238202048241,3.4593224019708733,0.07235553260504897,2.5101429519847707,-0.6881758729810595,-0.7609619485061384,0.45418245870014085,0.9842944006510824,-1.7811874377757217
46,1,-2.2682086556440346,-1.7779849390906983,-0.8230393240078342,-0.9289722395072267,1.2030239130336138,-0.8642385317842829,-0.8957449799441828,-0.21003041898561578,-0.6823088907960755,-0.4135503871172943,-0.12246811290259202,0.11649254294323,0.3517134788948544,-0.39604273667112383,-0.5710823920429956,-0.8618303491100674,1.5180384421624242
47,1,0.06846427587515955,-0.41797138174308845,1.0399383491294083,-0.9289722395072267,0.23459177009318116,1.4853027808647394,-0.8660935443969481,-0.5116521126544333,-0.6778492371809925,-0.632769601593983,-0.5364683596063291,-0.5977418533030361,-0.6881758729810595,-0.7609619485061384,-0.9128373422907077,-1.1695178074035923,1.9304416771546924
49,0,1.2368007416347566,0.806708350188898,1.0399383491294083,0.9090656915177863,1.2079648933547384,-0.34595735987641024,1.5445681655932364,0.5942940974645644,0.6689661545740537,0.22583898843971448,0.26717917811268993,-0.11515104502853198,3.471381534522596,0.3337956869989054,-0.22932744179528344,1.9073567755316574,1.1056352071701558
50,0,0.9864429275434143,0.5260277445705879,-0.8230393240078342,0.9090656915177863,-1.5095742832638226,-0.6914781411483253,-0.178180239701102,-0.18489527784654763,-0.18728733952186968,-0.011648493910031636,0.9734148930778885,-0.5784382209720559,-0.6881758729810595,-0.031123524836109216,-0.22932744179528344,1.2919818589446075,-1.3687842027834536
51,2,0.4022746946636159,1.0686742665028162,-0.8230393240078342,-0.9289722395072267,1.6477121419348328,-1.624384250582496,1.0227028999619052,0.2675372626566787,2.7337857783574524,-0.19433117264060557,3.4087104619234005,-0.23097283901441296,-0.6881758729810595,0.69871489883392,2.1629572099387016,2.2150442338251826,-0.9563809677911853
52,1,-0.6826091663988672,-0.653911562400156,1.0399383491294083,-0.9289722395072267,0.9362109756928824,0.17232381203146233,-0.8690586879516715,-0.5116521126544333,-0.6555509691055779,-0.1395263690214334,-0.6338801823601496,-0.7907781766128377,-0.16823119704310258,-0.7609619485061384,-0.9128373422907077,-0.8618303491100674,0.6932319721778877
53,2,-0.6826091663988672,1.205319312188174,-0.8230393240078342,-0.9289722395072267,-1.6380397716130637,0.17232381203146233,0.6075828023006187,2.353753977199333,1.7080654468883776,2.162275382983798,0.3158850894896002,3.8034863181604415,-0.6881758729810595,-0.031123524836109216,2.1629572099387016,0.36891948406403247,-1.7811874377757217
54,0,-0.7660617710959812,0.5612717560631475,1.0399383491294083,0.9090656915177863,0.1407131439918127,0.27598004641303686,0.06792667534094637,-0.4362466892372289,-0.19174699313695262,-0.4683551907364665,-0.07376220152568178,1.2554068504710596,2.431492182646682,-0.031123524836109216,-0.22932744179528344,1.2919818589446075,-0.9563809677911853
55,2,1.1533481369376426,1.1974519905697674,-0.8230393240078342,-0.9289722395072267,1.1536141098223673,0.20687589015865382,2.0130608472395455,0.6194292386036325,1.1818263203085912,2.6007138119371755,2.26412154456601,2.8190010692804535,-0.6881758729810595,-0.39604273667112383,2.5047121601864135,2.2150442338251826,-1.7811874377757217
56,2,0.2353694852693877,0.7167904268431681,-0.8230393240078342,-0.9289722395072267,0.4915227467916633,-0.6569260630211338,-0.029923061964928284,0.21726698037854245,1.404809001062738,1.5228860074267894,2.26412154456601,-0.07654378036657164,-0.6881758729810595,0.3337956869989054,0.7959374089478529,1.2919818589446075,-0.9563809677911853
57,1,-1.6005878180671218,-0.9659025187018222,1.0399383491294083,-0.9289722395072267,-1.4404005587680773,-0.6223739848939424,-0.8660935443969481,-0.6624629594888422,-0.7090668124865731,-0.6510378694670405,-0.6338801823601496,-0.7521709119508774,-0.6881758729810595,-1.125881160341153,-0.9128373422907077,-0.5541428908165424,-0.9563809677911853
59,0,0.06846427587515955,0.1472837563551673,-0.8230393240078342,0.9090656915177863,-1.1637056607850966,0.4832925151761859,0.42077875835303985,-0.6624629594888422,-0.6198737401849144,-0.6875744052131553,-0.6582331380486047,-0.01863288337363115,0.3517134788948544,1.4285533225039493,-0.22932744179528344,0.0612320257705075,0.6932319721778877
60,2,-1.0998721898844375,0.9349297989899011,-0.8230393240078342,-0.9289722395072267,0.032011576927070254,-1.278863469310581,1.2065418003547606,-0.008949289873070731,1.6545496035073823,0.572936078027805,-0.34164471409868813,0.6956015128726349,-0.6881758729810595,-0.39604273667112383,1.137692359195565,1.5996693172381324,-1.7811874377757217
61,0,-0.515703957004639,0.5723972613821066,1.0399383491294083,0.9090656915177863,1.514305673264467,-1.0715510005474318,0.4356044761266572,-0.21003041898561578,-0.2898593726687772,-0.3952821192442369,-0.2198799356564125,-0.7328672796198972,0.8716581548328114,-0.031123524836109216,-0.22932744179528344,1.9073567755316574,-0.9563809677911853
62,0,1.4037059510289847,0.3804822946300628,-0.8230393240078342,0.9090656915177863,0.7039849006000235,-0.7951343755298999,0.6461296685120239,-0.4865169715153652,-0.14715045698612328,-0.011648493910031636,-0.317291758410233,2.4136247903298695,0.8716581548328114,1.4285533225039493,-0.22932744179528344,1.2919818589446075,0.6932319721778877
63,0,1.487158555726099,0.6132040255341457,-0.8230393240078342,0.9090656915177863,0.14565412431293734,-1.417071781819347,0.7143279702706637,-0.6624629594888422,-0.5306806678832556,-0.6875744052131553,-0.512115403917874,-0.7328672796198972,-0.6881758729810595,1.0636341106689347,0.1124275084524287,0.6766069423575575,-0.1315744978066488
64,2,1.737516369817441,0.7318495929713306,-0.8230393240078342,-0.9289722395072267,-0.7338403728472515,-0.6914781411483253,0.2754867241715896,0.34294268607388306,0.8919488353282005,1.4863494716806747,2.3128274559429203,-0.2695801036763733,-0.6881758729810595,1.0636341106689347,0.45418245870014085,-0.5541428908165424,-0.543977732798917
65,1,-0.18189353821618268,-1.0539926804594373,1.0399383491294083,-0.9289722395072267,0.24941471105655513,0.8979174527024839,-0.9016752670536298,-0.5870575360716377,-0.717986119716739,-0.632769601593983,-0.512115403917874,-0.5591345886410758,-0.6881758729810595,-1.125881160341153,-0.5710823920429956,-1.1695178074035923,0.6932319721778877
66,1,0.15191688057227362,-0.7856693325346854,1.0399383491294083,0.9090656915177863,-1.504633302942698,-1.693488406836879,-0.8749889750611185,-0.6624629594888422,-0.7402843877921536,-0.6875744052131553,-0.6582331380486047,-0.8486890736057782,-0.6881758729810595,-1.125881160341153,-0.9128373422907077,-1.1695178074035923,0.6932319721778877
67,2,-0.8495143757930953,1.4283062259381678,-0.8230393240078342,0.9090656915177863,-1.242761345923091,-1.0369989224202403,1.1353783550413972,-0.3105709835418883,0.6332889256533903,2.984347437271381,-0.07376220152568178,-0.11515104502853198,-0.6881758729810595,2.523310958008993,2.5047121601864135,1.2919818589446075,-0.1315744978066488
68,0,0.9029903228463003,0.6694672952900244,-0.8230393240078342,0.9090656915177863,-0.38797175036852555,-1.5552800943281129,-0.17224995259165507,0.5691589563254963,-0.03565911660904991,-0.5596965301017535,1.3387092284047153,1.2554068504710596,-0.6881758729810595,0.3337956869989054,-0.22932744179528344,1.2919818589446075,-0.543977732798917
69,0,-0.09844093351906859,0.8982553653849039,1.0399383491294083,2.747103622542799,0.46187686486491536,1.4161986246103566,1.6335224722349406,0.8205103677161775,1.4271072691381528,0.37198513142417367,0.04800257691659384,0.5604760865557737,2.431492182646682,-0.7609619485061384,0.7959374089478529,-0.24645543252301746,-0.1315744978066488
70,2,1.2368007416347566,0.5858273356599929,-0.8230393240078342,-0.9289722395072267,1.4945417519799686,-1.6589363287096874,0.5660707925344901,0.24240212151761056,1.3066966215309135,2.7651282227946923,0.8029442032587026,-0.6170454856340163,0.3517134788948544,-0.031123524836109216,1.8212022596909891,0.0612320257705075,-0.9563809677911853
72,0,0.8195377181491862,0.5079487984272795,-0.8230393240078342,0.9090656915177863,0.5705784319296578,-0.6914781411483253,-0.13963337348969684,2.0269971423914477,0.5530151605818975,0.8469600961236659,0.24282622242423482,0.8114233068585159,0.8716581548328114,2.1583917461739786,0.1124275084524287,2.2150442338251826,0.6932319721778877
73,0,-0.515703957004639,0.33311942912935133,1.0399383491294083,0.9090656915177863,0.47669980582828936,1.3470944683559736,0.7706656978104098,-0.5116521126544333,-0.45486655642684576,-0.6875744052131553,-0.512115403917874,-0.4819200593171551,1.3916028307707684,1.7934725343389637,-0.22932744179528344,0.6766069423575575,0.6932319721778877
74,1,1.4037059510289847,-0.9502473433601442,-0.8230393240078342,-0.9289722395072267,-1.4502825194103266,0.3105321245402283,-0.8631284008422246,-0.4111115480981608,-0.6867685444111584,-0.6145013337209256,-0.29293880272177786,-0.6749563826269567,-0.6881758729810595,-0.7609619485061384,-0.5710823920429956,-0.5541428908165424,-1.3687842027834536
75,1,-0.6826091663988672,-0.47685709203843607,1.0399383491294083,-0.9289722395072267,1.0053847001886276,0.6560529058121434,-0.8987101234989063,-0.637327818349774,-0.717986119716739,-0.6510378694670405,-0.6338801823601496,-0.8293854412747981,-0.6881758729810595,-1.125881160341153,-0.9128373422907077,-1.1695178074035923,0.28082873718561946
76,2,-0.2653461429132967,0.9140297425692852,-0.8230393240078342,-0.9289722395072267,1.5686564567968384,-0.5187177505123678,1.2332280923472718,2.12753770694772,3.380435552544478,1.084447578473412,-0.2198799356564125,-0.5012236916481353,-0.6881758729810595,1.0636341106689347,1.137692359195565,-0.24645543252301746,-0.1315744978066488
77,2,-0.599156561701753,0.9368370284731513,-0.8230393240078342,-0.9289722395072267,1.3413713620251042,-0.3114052817492188,2.1553877378662722,1.9767268601133114,2.7293261247423692,1.8151782933957077,1.8988272092391831,0.13579617527421017,-1.2081205489190165,0.3337956869989054,1.8212022596909891,0.9842944006510824,-0.543977732798917
78,1,-0.599156561701753,-1.0299536421809723,-0.8230393240078342,-0.9289722395072267,-0.27432920298265845,-1.278863469310581,-0.9016752670536298,-0.6624629594888422,-0.7224457733318218,-0.6875744052131553,-0.5851742709832394,-0.6749563826269567,-0.6881758729810595,-1.4908003721761676,-0.9128373422907077,-0.8618303491100674,-0.9563809677911853
79,0,0.3188220899665018,0.1509392795313967,-0.8230393240078342,-0.9289722395072267,0.9362109756928824,-1.3825197036921555,0.8062474204670915,-0.6624629594888422,-0.4593262100419287,-0.6875744052131553,-0.6582331380486047,0.13579617527421017,-0.16823119704310258,2.1583917461739786,-0.5710823920429956,0.6766069423575575,1.1056352071701558
80,1,-1.3502300039757797,-0.8935072662334529,1.0399383491294083,-0.9289722395072267,1.558774496154589,1.312542390228782,-0.7148712231060509,-0.5619223949325696,-0.44148759558159695,-0.5596965301017535,-0.5364683596063291,-0.5205273239791154,0.8716581548328114,-0.39604273667112383,-0.5710823920429956,-0.5541428908165424,1.1056352071701558
81,1,-0.01498832882195452,-1.030827789027462,1.0399383491294083,-0.9289722395072267,0.08636236045944147,-1.5207280162009214,-0.8927798363894593,-0.637327818349774,-0.7224457733318218,-0.6510378694670405,-0.6582331380486047,-0.7714745442818576,-0.6881758729810595,-1.125881160341153,-0.9128373422907077,-1.1695178074035923,0.6932319721778877
82,1,-0.3487987476104108,-1.1398974751008284,1.0399383491294083,-0.9289722395072267,0.036952557248194906,1.312542390228782,-0.8305118217402664,-0.5367872537935015,-0.6600106227206608,-0.5596965301017535,-0.6582331380486047,-0.40470552999323445,0.3517134788948544,-0.39604273667112383,-0.9128373422907077,-0.8618303491100674,0.6932319721778877
83,1,0.48572729936072995,-0.5414644907835341,-0.8230393240078342,-0.9289722395072267,0.2988245142678017,0.24142796828584534,-0.5725443324793241,-0.2351655601246839,-0.5485192823435874,-0.06645329752920381,-0.12246811290259202,0.8693342038514564,-0.6881758729810595,-0.7609619485061384,0.7959374089478529,-0.8618303491100674,-0.9563809677911853
84,2,-1.5171352133700078,1.156804162207999,-0.8230393240078342,-0.9289722395072267,-1.1340597788583486,-1.0715510005474318,-0.4213220111884269,-0.08435471329027512,1.1461490913879278,-0.19433117264060557,0.9247089817009783,0.6183869835487142,-0.6881758729810595,-0.39604273667112383,2.5047121601864135,2.2150442338251826,-1.7811874377757217
85,1,0.7360851134520722,-0.9062221294551204,1.0399383491294083,0.9090656915177863,-0.15574567527566668,1.588959015246314,-0.8542329701780542,-0.4613818303762971,-0.6823088907960755,-0.5048917264825813,-0.5608213152947842,-0.7907781766128377,-0.16823119704310258,-1.125881160341153,-0.9128373422907077,-0.5541428908165424,0.6932319721778877
86,1,-0.09844093351906859,-0.6400841486465926,1.0399383491294083,0.9090656915177863,-0.027280186926425625,-0.03498865673168671,-0.5191717484943016,-0.6624629594888422,-0.6733895835659096,-0.6875744052131553,-0.6582331380486047,-0.7521709119508774,1.3916028307707684,-0.39604273667112383,-0.5710823920429956,-0.5541428908165424,0.6932319721778877
87,0,0.9864429275434143,-0.07387539580671176,-0.8230393240078342,0.9090656915177863,-1.588629968401817,-1.5898321724553044,-0.03881849262909871,-0.5116521126544333,-0.5797368576491679,-0.6875744052131553,-0.5851742709832394,-0.19236557435245263,0.8716581548328114,0.69871489883392,-0.5710823920429956,0.0612320257705075,0.6932319721778877
88,2,-0.3487987476104108,1.0865545429082861,-0.8230393240078342,-0.9289722395072267,-1.5095742832638226,0.7251570620665264,0.1331598335448628,0.8456455088552456,1.7883392119598704,1.321935060823158,2.5807099685159267,1.9503376143863456,-0.6881758729810595,0.3337956869989054,1.137692359195565,0.36891948406403247,-1.3687842027834536
